"","OverallQual","GrLivArea","GarageCars","Neighborhood","ExterQual","X1stFlrSF","BsmtFinSF1","LotArea","X2ndFlrSF","KitchenQual","YearBuilt","FullBath","SalePrice"
"263",6,1212,2,"Sawyer","TA",1212,506,8471,0,"TA",1977,1,151000
"174",6,1362,2,"NAmes","TA",1362,288,10197,0,"TA",1961,1,163000
"983",5,1734,2,"Mitchel","TA",1302,0,10125,432,"Gd",1977,2,126000
"431",6,1198,0,"OldTown","TA",1088,0,5586,110,"TA",1920,1,79900
"530",6,1509,2,"Timber","Gd",1509,783,10200,0,"Gd",1988,2,175000
"137",5,1214,1,"NAmes","TA",1214,695,10355,0,"TA",1967,2,143000
"998",7,1208,2,"CollgCr","Gd",1208,686,6762,0,"Gd",2006,2,206000
"1107",6,1690,2,"Gilbert","TA",948,0,8063,742,"TA",2000,2,181000
"1380",6,2117,2,"NAmes","TA",2117,865,12925,0,"TA",1970,2,237500
"882",6,1593,2,"Gilbert","TA",808,0,9636,785,"TA",1992,2,178000
"495",4,720,0,"IDOTRR","TA",720,495,7879,0,"TA",1920,1,34900
"1373",7,1958,3,"Somerst","Gd",1026,0,10625,932,"Gd",2005,2,250000
"466",7,1277,2,"NAmes","TA",1277,778,10628,0,"TA",1970,1,167000
"296",6,1003,2,"Mitchel","TA",1003,819,7937,0,"TA",1984,1,142500
"557",4,1336,1,"IDOTRR","TA",897,637,11040,439,"TA",1920,1,108000
"385",8,1269,2,"Blmngtn","Gd",1269,24,3182,0,"Gd",2004,2,192000
"1045",9,2868,3,"StoneBr","Gd",1992,240,16056,876,"Ex",2005,3,556581
"1314",6,2112,2,"NAmes","TA",1092,500,11075,1020,"TA",1969,2,206900
"1182",5,1130,2,"OldTown","TA",1130,821,10800,0,"TA",1920,1,120000
"1403",3,1214,3,"OldTown","TA",694,0,10410,520,"TA",1915,1,105000
"270",6,1113,1,"Edwards","TA",1113,751,7917,0,"TA",1976,1,148000
"907",7,2057,1,"Crawfor","Gd",1020,223,11500,1037,"Gd",1936,1,250000
"1173",6,2345,2,"Crawfor","TA",1170,503,16560,1175,"TA",1932,2,239000
"884",5,892,1,"NAmes","TA",892,432,7150,0,"TA",1967,1,100000
"1445",5,1188,1,"Mitchel","TA",1188,593,26142,0,"TA",1962,1,157900
"980",8,2612,3,"NoRidge","Gd",1276,854,12203,1336,"Gd",1998,2,336000
"31",4,1317,1,"IDOTRR","TA",649,0,8500,668,"TA",1920,1,40000
"56",6,1425,2,"NAmes","TA",1425,490,10175,0,"TA",1964,2,180500
"1172",5,3086,0,"ClearCr","TA",1636,152,18030,971,"Ex",1946,3,200500
"135",5,1721,2,"Sawyer","TA",1721,570,10335,0,"TA",1968,2,180000
"1092",5,1200,2,"NAmes","TA",1200,661,9230,0,"Gd",1965,1,146000
"30",4,520,1,"BrkSide","TA",520,0,6324,0,"Fa",1927,1,68500
"1330",5,954,2,"CollgCr","TA",954,483,10780,0,"TA",1976,1,132500
"1090",7,1252,2,"Somerst","Gd",624,510,2160,628,"Gd",1999,2,160000
"651",4,1510,1,"Edwards","TA",755,0,9084,755,"TA",1940,1,108000
"1335",5,1656,2,"NWAmes","TA",1656,0,9246,0,"TA",1973,2,135000
"1025",5,1264,2,"NAmes","TA",1264,697,9300,0,"TA",1960,1,167500
"1001",8,1574,3,"Somerst","Gd",1574,24,11957,0,"Gd",2006,2,232000
"1409",7,1840,2,"CollgCr","Gd",944,666,12420,896,"Gd",2001,2,230000
"1186",8,1624,3,"NoRidge","Gd",1624,1456,12461,0,"Gd",1994,2,262000
"1158",6,1876,2,"NWAmes","Gd",943,442,9120,933,"Gd",1974,2,185000
"630",5,1750,1,"OldTown","TA",1089,0,9000,661,"Ex",1880,1,124000
"522",6,1664,2,"BrkSide","TA",1004,399,5000,660,"TA",1947,2,159000
"1207",5,1283,2,"NAmes","TA",1283,504,7763,0,"TA",1962,1,140000
"110",6,1844,2,"NWAmes","TA",1844,705,11751,0,"TA",1977,2,190000
"621",6,2614,2,"NWAmes","TA",1548,956,10800,1066,"TA",1974,2,240000
"1254",6,1367,1,"BrkSide","TA",959,425,6240,408,"TA",1931,1,127500
"403",8,2263,2,"NoRidge","Gd",1165,0,12090,1098,"Gd",1998,2,258000
"10",5,1077,1,"BrkSide","TA",1077,851,7420,0,"TA",1939,1,118000
"1232",5,1188,2,"NAmes","TA",1188,1000,12160,0,"TA",1959,1,142000
"680",6,923,1,"SawyerW","TA",923,543,8012,0,"TA",1980,2,143000
"1011",6,1502,1,"Crawfor","TA",900,0,10592,602,"Gd",1923,1,165000
"817",8,1689,3,"Mitchel","Gd",1689,1218,13265,0,"Gd",2002,2,271000
"224",4,864,2,"NAmes","TA",864,524,10500,0,"TA",1971,1,97000
"440",10,2402,3,"NridgHt","Ex",2402,1767,15431,0,"Ex",2008,2,555000
"223",6,1552,2,"NWAmes","TA",811,550,11475,741,"TA",1975,2,179900
"1298",5,1246,1,"NAmes","TA",1246,340,7500,0,"Gd",1959,1,154000
"12",9,2324,3,"NridgHt","Ex",1182,998,11924,1142,"Ex",2005,3,345000
"1324",4,796,0,"IDOTRR","TA",796,0,3636,0,"TA",1922,1,55000
"836",5,1559,2,"OldTown","TA",1559,338,8100,0,"TA",1948,1,153500
"457",4,1663,2,"ClearCr","TA",1663,1116,53227,0,"Gd",1954,1,256000
"1168",10,3627,3,"NoRidge","Gd",1831,1387,35760,1796,"Gd",1995,3,625000
"156",6,1096,0,"Edwards","TA",572,0,9600,524,"TA",1924,1,79000
"132",6,2054,2,"Gilbert","Gd",1022,695,12224,1032,"Gd",2000,2,244000
"225",10,2392,3,"NridgHt","Ex",2392,56,13472,0,"Ex",2003,2,386250
"1215",6,1902,2,"Sawyer","TA",1318,0,8930,584,"TA",1978,2,112000
"1297",10,5642,2,"Edwards","Ex",4692,5644,63887,950,"Ex",2008,2,160000
"846",7,1775,2,"SawyerW","Gd",1006,513,9317,769,"Gd",1993,2,213000
"664",8,2097,3,"Somerst","Gd",2097,1721,20896,0,"Ex",2005,1,423000
"331",5,1728,1,"NAmes","TA",1728,40,10624,0,"TA",1964,2,119000
"1133",6,1600,2,"Gilbert","TA",916,0,8773,684,"TA",1997,2,169000
"793",8,1496,2,"Somerst","Gd",1496,0,9158,0,"Gd",2007,2,225000
"294",7,2263,2,"NWAmes","TA",1468,795,16659,795,"Gd",1977,2,235000
"275",5,816,1,"Mitchel","TA",816,546,8314,0,"TA",1982,1,124500
"1202",7,1630,2,"CollgCr","Gd",1630,0,9750,0,"Gd",2000,2,213000
"1323",8,1795,3,"Somerst","Gd",1795,0,9986,0,"Gd",2006,2,147000
"1089",3,1040,2,"NAmes","TA",1040,0,8544,0,"TA",1950,2,92900
"1258",6,1054,2,"NAmes","TA",1054,602,9750,0,"TA",1969,1,151000
"1265",7,1889,1,"OldTown","Fa",964,0,10120,925,"TA",1910,1,122000
"936",7,1200,2,"SawyerW","Gd",1200,833,10083,0,"Gd",2003,2,184900
"230",7,1555,2,"Blmngtn","Gd",1555,16,3182,0,"Gd",2005,2,192500
"80",5,1230,2,"OldTown","TA",682,0,10440,548,"TA",1910,1,110000
"1332",5,1360,1,"IDOTRR","TA",803,0,7200,557,"Gd",1938,1,125500
"643",5,1620,2,"NWAmes","TA",780,493,10793,840,"TA",1969,2,152000
"832",7,1829,2,"CollgCr","Gd",941,483,9548,888,"Gd",2003,2,237000
"85",7,1474,2,"Gilbert","TA",804,0,8530,670,"TA",1995,2,168500
"1034",4,845,1,"Edwards","TA",845,0,11500,0,"TA",1957,1,84000
"143",5,1385,2,"NAmes","TA",910,507,8520,475,"TA",1952,2,166000
"856",6,1026,2,"CollgCr","TA",1026,505,10970,0,"TA",1978,1,147000
"1301",8,2526,3,"NoRidge","Gd",1203,740,10120,1323,"Gd",1994,2,290000
"1427",5,804,1,"OldTown","TA",804,510,7200,0,"Gd",1940,1,119000
"1160",6,1640,2,"Crawfor","Gd",1640,728,14778,0,"Gd",1954,1,224000
"153",6,1993,2,"NWAmes","TA",1097,416,14803,896,"TA",1971,2,190000
"1235",7,1626,2,"NridgHt","Gd",764,0,2628,862,"Gd",2003,2,175500
"940",6,1728,2,"Mitchel","TA",1728,936,12640,0,"TA",1976,2,150900
"316",7,1432,2,"Gilbert","Gd",716,425,7795,716,"Gd",2004,2,188500
"899",5,1236,1,"Sawyer","TA",1236,465,6993,0,"TA",1961,1,135000
"997",3,1077,1,"IDOTRR","TA",1077,0,9786,0,"TA",1922,1,91000
"1082",6,1251,1,"NAmes","TA",1251,553,8800,0,"TA",1964,1,160000
"653",6,1469,1,"IDOTRR","TA",756,0,10320,713,"TA",1906,1,135000
"720",8,1742,2,"StoneBr","Gd",1742,1148,6563,0,"Gd",1985,2,275000
"419",5,1056,1,"NAmes","TA",1056,775,8450,0,"TA",1968,1,142000
"527",9,2713,3,"NridgHt","Ex",1476,1330,14948,1237,"Ex",2008,2,446261
"917",4,1229,1,"Edwards","TA",1229,1059,17140,0,"TA",1956,1,135000
"1450",8,1578,3,"Somerst","Gd",1578,0,9262,0,"Ex",2008,2,287090
"780",7,1253,2,"Gilbert","TA",1253,0,7875,0,"TA",1995,2,176000
"801",4,1196,2,"IDOTRR","TA",1196,197,4800,0,"TA",1916,1,109900
"730",8,1616,2,"StoneBr","Gd",1616,1180,5389,0,"Gd",1995,2,236500
"319",7,2646,3,"NoRidge","Gd",1372,987,9900,1274,"Gd",1993,2,260000
"812",5,1044,2,"IDOTRR","Fa",1044,0,8712,0,"Fa",1952,1,55993
"304",5,894,2,"CollgCr","TA",894,894,9800,0,"TA",1972,1,149900
"96",6,1470,2,"Gilbert","Ex",680,310,9765,790,"TA",1993,2,185000
"696",5,616,1,"BrkSide","TA",616,616,6000,0,"TA",1921,1,89000
"461",7,1135,2,"SWISU","Gd",575,350,7200,560,"Gd",1936,1,155000
"395",5,1144,1,"Edwards","TA",1144,739,9571,0,"TA",1956,1,129000
"1273",5,1250,2,"Crawfor","TA",661,0,5362,589,"TA",1910,2,139000
"1043",8,2524,2,"NWAmes","Gd",2524,1104,9600,0,"Gd",1981,2,278000
"1067",6,2521,2,"MeadowV","TA",1291,837,3964,1230,"TA",1973,2,151400
"401",7,1310,2,"CollgCr","Gd",1310,24,8767,0,"Gd",2005,2,164990
"413",5,1028,2,"OldTown","TA",1028,0,8960,0,"TA",1927,1,115000
"1267",8,3447,3,"Crawfor","TA",1968,192,14100,1479,"Gd",1935,3,381000
"663",4,1181,2,"Edwards","TA",1181,920,10012,0,"TA",1972,2,137500
"519",7,2080,1,"Crawfor","Gd",1276,0,10918,804,"Gd",1926,1,234000
"818",6,1052,2,"ClearCr","TA",1052,504,8816,0,"TA",1971,1,155000
"341",4,841,1,"SawyerW","Fa",841,0,8400,0,"TA",1950,1,82000
"1343",7,1456,2,"CollgCr","Gd",728,0,11103,728,"Gd",2006,2,155835
"1124",4,1005,2,"NAmes","TA",1005,0,10434,0,"Fa",1955,1,115000
"588",5,1473,1,"ClearCr","TA",1473,1324,25095,0,"Ex",1968,1,143000
"429",6,1412,2,"Timber","TA",1412,1005,11457,0,"Gd",1988,2,175000
"905",5,1063,1,"NAmes","TA",1063,354,9920,0,"TA",1954,1,128000
"886",5,1712,2,"NAmes","TA",1712,528,8393,0,"TA",1959,2,145000
"1225",6,1933,3,"Somerst","Gd",894,0,14598,1039,"Gd",2007,2,214000
"1337",7,1861,2,"CollgCr","Gd",920,700,13450,941,"Gd",2002,2,200000
"109",5,1517,0,"IDOTRR","TA",997,0,8500,520,"Fa",1919,2,115000
"561",5,1389,2,"Mitchel","TA",1389,1071,10010,0,"TA",1974,1,170000
"76",4,988,1,"MeadowV","TA",526,462,1596,462,"TA",1973,1,91000
"227",7,2520,3,"NoRidge","Gd",1214,565,9950,1306,"Gd",1995,2,290000
"1165",8,1694,3,"CollgCr","Gd",1694,0,10475,0,"Gd",2008,2,245350
"718",7,2418,3,"NoRidge","Gd",1325,1173,10542,1093,"Gd",1993,2,341000
"48",8,1656,3,"Somerst","Gd",1656,24,11096,0,"Gd",2006,2,249700
"727",7,1232,2,"CollgCr","Gd",1232,724,7314,0,"Gd",2007,2,194500
"95",6,1786,2,"CollgCr","TA",905,648,9337,881,"Gd",1997,2,204750
"1100",5,950,1,"NAmes","TA",950,412,9758,0,"TA",1971,1,119500
"144",7,1501,2,"CollgCr","Gd",1501,679,10335,0,"Gd",1999,2,204000
"1127",7,1959,2,"Gilbert","Gd",847,0,11796,1112,"Gd",2004,2,215000
"1062",6,1103,2,"OldTown","TA",1103,397,6000,0,"Gd",1925,1,110500
"963",7,1894,2,"Timber","Gd",824,624,11316,1070,"Gd",2002,2,214900
"1111",5,816,1,"NAmes","TA",816,708,7100,0,"TA",1957,1,129900
"725",4,864,2,"NAmes","TA",864,375,6960,0,"Gd",1970,1,120500
"1405",5,768,2,"CollgCr","TA",768,656,8445,0,"TA",1972,1,133000
"1134",6,986,1,"BrkSide","TA",986,0,6180,0,"TA",1926,1,102000
"968",6,1095,1,"NAmes","TA",1095,513,10382,0,"TA",1958,1,140000
"380",5,1691,1,"SWISU","TA",1026,218,5000,665,"Gd",1924,2,127000
"851",8,1456,2,"Blmngtn","Gd",1456,0,3196,0,"Gd",2003,2,215000
"1141",8,2828,3,"CollgCr","Gd",1466,1150,9965,1362,"Gd",2006,3,424870
"147",5,875,1,"BrkSide","TA",875,209,6120,0,"TA",1931,1,105000
"314",7,2036,2,"Timber","TA",2036,1236,215245,0,"TA",1965,2,375000
"724",9,1698,3,"Edwards","Ex",1698,1234,13286,0,"Ex",2007,2,320000
"1088",8,1247,2,"Somerst","Gd",1247,1039,3316,0,"Gd",2005,1,197000
"894",5,1535,2,"SawyerW","TA",1535,0,7018,0,"TA",1979,2,118858
"618",9,1828,3,"NridgHt","Ex",1828,48,11694,0,"Gd",2007,2,314813
"106",8,1992,2,"Somerst","Gd",1053,0,9375,939,"Gd",2003,2,250000
"27",5,900,2,"NAmes","TA",900,234,7200,0,"Gd",1951,1,134800
"441",4,1440,0,"Edwards","TA",1440,133,12108,0,"Fa",1955,2,118000
"151",5,969,2,"CollgCr","TA",969,716,10356,0,"TA",1975,1,122000
"102",6,1732,2,"SawyerW","Gd",977,0,9206,755,"Gd",1985,2,178000
"481",9,1792,3,"NridgHt","Gd",1792,1567,11846,0,"Ex",2003,2,374000
"578",7,1392,2,"Somerst","Gd",703,0,3604,689,"Gd",2007,2,146000
"641",7,1929,2,"Somerst","Gd",1057,738,7050,872,"Gd",2001,2,226000
"929",7,2236,2,"Gilbert","TA",993,0,13006,1243,"Gd",1997,2,222000
"901",5,1306,1,"NAmes","TA",1306,860,8712,0,"TA",1957,1,153000
"345",6,1577,1,"BrkSide","TA",972,0,6435,605,"Fa",1939,1,140200
"991",6,1851,2,"NAmes","TA",1020,536,9760,831,"Gd",1964,2,187000
"36",8,2452,3,"NridgHt","Gd",1132,0,13418,1320,"Gd",2004,3,309000
"1031",8,2520,3,"NoRidge","Gd",1352,1012,14541,1168,"Gd",1993,2,310000
"657",7,1502,1,"Crawfor","TA",851,0,7200,651,"TA",1931,1,149000
"682",6,1291,2,"ClearCr","TA",1291,1003,2887,0,"Gd",1996,1,173000
"1211",4,672,1,"Edwards","TA",672,344,9340,0,"TA",1941,1,113000
"1028",6,1218,1,"BrDale","TA",672,317,1680,546,"TA",1972,1,118000
"781",6,1603,2,"SawyerW","Gd",810,387,7153,793,"Gd",1992,2,175900
"185",5,1252,2,"BrkSide","TA",936,0,7438,316,"TA",1908,1,127000
"349",9,2728,3,"NridgHt","Ex",1848,1410,20431,880,"Ex",2005,2,437154
"53",5,816,2,"IDOTRR","Fa",816,104,8472,0,"TA",1963,1,110000
"335",5,1786,2,"Timber","TA",1619,1249,164660,167,"TA",1965,2,228950
"1376",5,1604,2,"Edwards","TA",984,408,10998,620,"TA",1941,2,117000
"1282",6,1824,0,"Mitchel","TA",912,0,9400,912,"TA",1971,2,139000
"1236",7,1948,2,"CollgCr","Gd",847,0,12393,1101,"Gd",2004,2,195000
"378",9,1856,3,"StoneBr","Gd",1856,1445,11394,0,"Ex",2010,1,394432
"1433",5,1126,2,"Mitchel","TA",1126,936,17400,0,"TA",1977,2,160000
"1091",6,1694,2,"SWISU","TA",1390,423,8400,304,"TA",1925,2,136500
"136",7,1682,2,"NWAmes","TA",1682,0,10400,0,"TA",1970,2,174000
"677",5,792,1,"OldTown","Gd",792,0,9022,0,"Gd",1924,1,109500
"601",6,1375,1,"IDOTRR","TA",780,0,9000,595,"Gd",1937,1,141000
"1218",6,1218,0,"BrDale","TA",672,0,1680,546,"TA",1971,1,91500
"925",5,1126,2,"NWAmes","TA",1126,767,15611,0,"Ex",1977,2,175000
"483",6,1216,2,"Mitchel","TA",1216,897,4500,0,"TA",1998,2,164000
"217",7,1436,2,"CollgCr","Gd",1436,946,8450,0,"Gd",2004,2,210000
"775",6,1204,2,"Mitchel","TA",1204,866,4500,0,"TA",1998,2,162000
"934",7,2069,2,"NAmes","TA",2069,425,27650,0,"Gd",1960,2,242000
"1276",6,1724,2,"NWAmes","TA",1724,528,17871,0,"TA",1967,1,197900
"1415",4,2290,2,"OldTown","TA",1246,0,11340,1044,"TA",1885,2,122500
"953",6,980,0,"Edwards","TA",980,945,9400,0,"TA",1975,2,127500
"362",7,1922,2,"Edwards","Gd",495,0,7301,1427,"Gd",2003,3,198500
"714",6,1479,2,"Sawyer","Gd",725,533,13517,754,"Gd",1976,2,130500
"1132",8,2020,2,"SawyerW","Gd",1142,584,9828,878,"Gd",1995,2,239500
"909",6,1484,2,"Gilbert","Gd",742,0,12589,742,"Gd",2005,2,174000
"16",7,854,2,"BrkSide","TA",854,0,6120,0,"TA",1929,1,132000
"390",5,1367,1,"Edwards","TA",961,241,8405,406,"TA",1900,1,119000
"1303",7,1708,2,"Edwards","Gd",976,0,3363,732,"Gd",2004,2,130000
"103",5,1535,2,"SawyerW","TA",1535,0,7018,0,"TA",1979,2,118964
"365",5,1344,1,"IDOTRR","TA",672,456,10690,672,"TA",1920,1,147000
"400",8,1288,2,"Veenker","Gd",1288,786,14963,0,"Ex",1996,1,245500
"1251",5,874,1,"Mitchel","TA",874,510,9858,0,"TA",1968,1,130000
"504",6,1322,2,"NPkVill","TA",855,257,2308,467,"TA",1974,2,147000
"982",8,2290,2,"CollgCr","Gd",1149,0,11250,1141,"Gd",2002,2,255900
"1037",4,1344,0,"MeadowV","TA",798,0,1533,546,"TA",1970,1,97000
"1425",7,2127,2,"NoRidge","Gd",1223,1000,10944,904,"Gd",1994,2,271000
"778",5,2020,2,"SawyerW","TA",2020,0,8400,0,"TA",1977,2,144000
"860",7,1426,1,"Crawfor","Gd",912,0,7642,514,"Gd",1918,1,189950
"198",8,3112,2,"NAmes","Gd",1360,1036,25419,1360,"Gd",1918,2,235000
"388",7,1479,2,"CollgCr","Gd",1479,0,9382,0,"Gd",1999,2,191000
"14",7,1494,3,"CollgCr","Gd",1494,0,10652,0,"Gd",2006,2,279500
"684",7,1839,2,"NoRidge","Gd",1195,0,16770,644,"TA",1998,2,221000
"128",5,840,0,"OldTown","TA",840,116,4388,0,"TA",1930,1,87000
"350",9,1869,2,"NridgHt","Ex",1869,0,7820,0,"Ex",2007,2,318061
"89",3,1526,0,"IDOTRR","Fa",1013,0,8470,0,"Fa",1915,1,85000
"37",5,1097,2,"CollgCr","TA",1097,0,10859,0,"TA",1994,1,145000
"1154",5,1437,2,"Veenker","Gd",1437,1157,10768,0,"Gd",1976,2,218000
"130",5,1053,2,"NAmes","TA",1053,567,8973,0,"Ex",1958,1,150000
"754",6,1026,2,"NAmes","TA",1026,439,7930,0,"Gd",1969,1,156000
"1369",4,1374,1,"OldTown","Fa",840,315,5400,534,"TA",1920,1,105000
"785",6,1342,2,"NWAmes","TA",1342,251,9790,0,"TA",1967,2,161500
"896",4,951,1,"IDOTRR","TA",951,285,8765,0,"TA",1936,1,106500
"636",2,800,0,"BrkSide","Fa",800,0,6120,0,"Fa",1936,1,60000
"631",8,1554,2,"NridgHt","Gd",1554,24,4590,0,"Gd",2006,2,209500
"1257",7,1166,2,"Gilbert","Gd",1166,655,9587,0,"Gd",2005,2,190000
"274",6,1632,1,"NAmes","TA",1632,620,9600,0,"TA",1958,2,139000
"437",6,904,1,"BrkSide","Gd",904,0,6000,0,"TA",1926,1,119000
"1426",5,1558,1,"NAmes","TA",1048,580,10930,510,"TA",1945,1,140000
"1083",6,1498,2,"Gilbert","TA",691,592,13031,807,"TA",1995,2,187500
"248",6,1375,2,"NAmes","TA",1375,0,11310,0,"TA",1954,1,140000
"1342",6,1913,2,"Crawfor","TA",1172,0,7558,741,"TA",1928,1,177000
"455",7,1242,2,"NWAmes","TA",1242,916,9600,0,"TA",1973,1,175500
"1406",5,833,0,"Mitchel","TA",833,625,8780,0,"TA",1985,1,112000
"300",6,1152,1,"Crawfor","TA",1152,0,14000,0,"Gd",1950,1,158500
"815",7,1661,2,"CollgCr","TA",1661,0,12137,0,"Gd",1998,2,224900
"366",6,1394,2,"NAmes","TA",1394,609,9500,0,"TA",1963,1,159000
"1340",6,1114,2,"SawyerW","TA",1114,814,13695,0,"Gd",2003,1,155000
"946",5,1144,1,"NAmes","TA",1144,748,8163,0,"TA",1959,1,143000
"789",6,2087,2,"ClearCr","TA",976,568,12205,1111,"Gd",1966,2,187500
"278",4,864,2,"Gilbert","TA",864,120,19138,0,"TA",1951,1,141000
"1266",9,2018,3,"Timber","Ex",2018,0,13214,0,"Ex",2008,2,378500
"533",1,334,0,"BrkSide","Fa",334,0,5000,0,"Fa",1946,1,39300
"1439",6,2555,2,"Crawfor","TA",1423,0,11526,748,"TA",1922,2,191000
"81",6,2142,1,"NAmes","TA",1182,448,13000,960,"Gd",1968,2,193500
